epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,341.834,1.06249,1.31357,0.54727,0.82619,0.99025,0.9659,0.98686,0.73563,0.92607,0.94024,0.94088,0.53409,0.95156,1.03024,0.50469,0.84102,0.00106542,0.00106542,0.00106542
259,343.128,0.97898,1.16205,0.54594,0.84036,0.99025,0.9659,0.98686,0.73563,0.92607,0.94024,0.94088,0.53409,0.95156,1.03024,0.50469,0.84102,0.001064,0.001064,0.001064
260,344.459,0.99712,1.24877,0.54491,0.85819,0.96788,0.98758,0.98697,0.73986,0.94227,0.90881,0.92834,0.5163,0.92369,1.07923,0.50077,0.8347,0.00106259,0.00106259,0.00106259
261,345.743,0.99653,1.21086,0.53049,0.83845,0.96788,0.98758,0.98697,0.73986,0.94227,0.90881,0.92834,0.5163,0.92369,1.07923,0.50077,0.8347,0.00106118,0.00106118,0.00106118
262,347.088,1.02036,1.26462,0.52531,0.84693,0.98427,0.96362,0.98661,0.75671,0.94866,0.91992,0.93295,0.51931,0.87087,1.07516,0.48956,0.83126,0.00105976,0.00105976,0.00105976
263,348.379,1.0517,1.24509,0.55562,0.80423,0.98427,0.96362,0.98661,0.75671,0.94866,0.91992,0.93295,0.51931,0.87087,1.07516,0.48956,0.83126,0.00105835,0.00105835,0.00105835
264,349.685,1.12207,1.34464,0.55919,0.86333,0.98185,0.95246,0.98568,0.77208,0.9559,0.9299,0.95552,0.51487,0.84806,1.1043,0.47734,0.8266,0.00105693,0.00105693,0.00105693
265,350.966,1.0217,1.25803,0.5414,0.85597,0.98185,0.95246,0.98568,0.77208,0.9559,0.9299,0.95552,0.51487,0.84806,1.1043,0.47734,0.8266,0.00105552,0.00105552,0.00105552
266,352.288,0.97363,1.37346,0.52298,0.84554,0.98557,0.93935,0.98464,0.75083,0.93563,0.93977,0.96557,0.52417,0.93776,1.16496,0.49512,0.83735,0.0010541,0.0010541,0.0010541
267,353.555,1.084,1.24091,0.52815,0.85245,0.98557,0.93935,0.98464,0.75083,0.93563,0.93977,0.96557,0.52417,0.93776,1.16496,0.49512,0.83735,0.00105269,0.00105269,0.00105269
268,354.851,1.1253,1.38041,0.53458,0.84584,0.96244,0.96101,0.98342,0.74926,0.95021,0.94982,0.97405,0.5435,0.8944,1.09292,0.48063,0.83627,0.00105127,0.00105127,0.00105127
269,356.135,1.14071,1.70306,0.56659,0.86124,0.96244,0.96101,0.98342,0.74926,0.95021,0.94982,0.97405,0.5435,0.8944,1.09292,0.48063,0.83627,0.00104986,0.00104986,0.00104986
270,357.5,1.08876,1.21551,0.5255,0.84409,0.98843,0.93142,0.98207,0.75715,0.96652,0.89456,0.95596,0.53376,0.87802,1.10644,0.49442,0.83274,0.00104844,0.00104844,0.00104844
271,358.812,1.00898,1.28847,0.53237,0.83663,0.98843,0.93142,0.98207,0.75715,0.96652,0.89456,0.95596,0.53376,0.87802,1.10644,0.49442,0.83274,0.00104703,0.00104703,0.00104703
272,360.156,0.99715,1.33147,0.52316,0.84337,0.98637,0.9283,0.97949,0.75478,0.96111,0.89385,0.93525,0.51397,0.84455,1.00675,0.49757,0.82967,0.00104561,0.00104561,0.00104561
273,361.421,1.03166,1.25523,0.5348,0.86707,0.98637,0.9283,0.97949,0.75478,0.96111,0.89385,0.93525,0.51397,0.84455,1.00675,0.49757,0.82967,0.0010442,0.0010442,0.0010442
274,362.771,1.01921,1.28509,0.53414,0.83527,0.98108,0.92663,0.97806,0.7628,0.94491,0.88262,0.91856,0.45672,0.85151,1.14278,0.48773,0.82865,0.00104278,0.00104278,0.00104278
275,364.07,0.97069,1.24453,0.52742,0.84238,0.98108,0.92663,0.97806,0.7628,0.94491,0.88262,0.91856,0.45672,0.85151,1.14278,0.48773,0.82865,0.00104137,0.00104137,0.00104137
276,365.389,1.06767,1.27972,0.54271,0.84649,0.97331,0.95441,0.97899,0.78606,0.93769,0.91992,0.95379,0.50084,0.79857,1.04171,0.47557,0.8245,0.00103995,0.00103995,0.00103995
277,366.621,0.89496,1.24657,0.50768,0.83466,0.97331,0.95441,0.97899,0.78606,0.93769,0.91992,0.95379,0.50084,0.79857,1.04171,0.47557,0.8245,0.00103854,0.00103854,0.00103854
278,367.888,0.95465,1.35722,0.49878,0.83649,0.97999,0.96269,0.97793,0.75303,0.9579,0.91708,0.9571,0.54226,0.89077,1.0473,0.50608,0.8354,0.00103713,0.00103713,0.00103713
279,369.144,0.91969,1.26344,0.49821,0.81308,0.97999,0.96269,0.97793,0.75303,0.9579,0.91708,0.9571,0.54226,0.89077,1.0473,0.50608,0.8354,0.00103571,0.00103571,0.00103571
280,370.4,1.00839,1.18492,0.51684,0.84949,0.97941,0.96312,0.98075,0.75125,0.9463,0.90103,0.94901,0.54419,0.86847,1.05492,0.50584,0.83216,0.0010343,0.0010343,0.0010343
281,371.663,1.04266,1.3077,0.53999,0.81248,0.97941,0.96312,0.98075,0.75125,0.9463,0.90103,0.94901,0.54419,0.86847,1.05492,0.50584,0.83216,0.00103288,0.00103288,0.00103288
282,372.991,1.01003,1.33502,0.5282,0.842,0.97879,0.95739,0.98037,0.73249,0.95086,0.87433,0.93057,0.43516,0.92284,1.11011,0.49544,0.82992,0.00103147,0.00103147,0.00103147
283,374.244,1.13645,1.47855,0.55473,0.85494,0.97879,0.95739,0.98037,0.73249,0.95086,0.87433,0.93057,0.43516,0.92284,1.11011,0.49544,0.82992,0.00103005,0.00103005,0.00103005
284,375.509,0.96501,1.29312,0.49198,0.84012,0.98211,0.93998,0.97996,0.69995,0.96118,0.87147,0.92255,0.36095,1.06366,1.32291,0.5243,0.84581,0.00102864,0.00102864,0.00102864
285,376.827,1.11176,1.34316,0.57573,0.83056,0.98211,0.93998,0.97996,0.69995,0.96118,0.87147,0.92255,0.36095,1.06366,1.32291,0.5243,0.84581,0.00102722,0.00102722,0.00102722
286,378.133,1.11331,1.38216,0.57048,0.86534,0.97655,0.93923,0.98106,0.74246,0.97883,0.89527,0.95444,0.41892,0.93059,1.12788,0.49759,0.83718,0.00102581,0.00102581,0.00102581
287,379.405,1.02542,1.2341,0.5422,0.83829,0.97655,0.93923,0.98106,0.74246,0.97883,0.89527,0.95444,0.41892,0.93059,1.12788,0.49759,0.83718,0.00102439,0.00102439,0.00102439
288,380.705,1.0694,1.26346,0.54207,0.82271,0.97125,0.9659,0.9822,0.76324,0.94539,0.94291,0.96855,0.53474,0.88474,1.03151,0.49232,0.83189,0.00102298,0.00102298,0.00102298
289,381.978,1.02179,1.28202,0.54266,0.80806,0.97125,0.9659,0.9822,0.76324,0.94539,0.94291,0.96855,0.53474,0.88474,1.03151,0.49232,0.83189,0.00102156,0.00102156,0.00102156
290,383.285,1.12057,1.33054,0.54144,0.82543,0.96638,0.9659,0.98181,0.73461,0.9408,0.94291,0.96874,0.55062,0.96439,1.05465,0.50556,0.84273,0.00102015,0.00102015,0.00102015
291,384.573,1.05368,1.33212,0.52335,0.82535,0.96638,0.9659,0.98181,0.73461,0.9408,0.94291,0.96874,0.55062,0.96439,1.05465,0.50556,0.84273,0.00101873,0.00101873,0.00101873
292,385.889,0.96325,1.14648,0.53386,0.84037,0.96794,0.93936,0.97453,0.72542,0.93777,0.86284,0.91943,0.49836,0.94729,1.17022,0.50539,0.83985,0.00101732,0.00101732,0.00101732
293,387.205,1.07727,1.42054,0.55145,0.83954,0.96794,0.93936,0.97453,0.72542,0.93777,0.86284,0.91943,0.49836,0.94729,1.17022,0.50539,0.83985,0.0010159,0.0010159,0.0010159
294,388.504,1.12987,1.41294,0.56022,0.84414,0.96249,0.9446,0.97899,0.72433,0.93224,0.86284,0.92244,0.45777,0.93481,1.2279,0.5142,0.83193,0.00101449,0.00101449,0.00101449
295,389.792,1.07218,1.36691,0.53136,0.84634,0.96249,0.9446,0.97899,0.72433,0.93224,0.86284,0.92244,0.45777,0.93481,1.2279,0.5142,0.83193,0.00101308,0.00101308,0.00101308
296,391.079,1.04449,1.40404,0.536,0.84325,0.99174,0.9211,0.97146,0.75734,0.96329,0.89789,0.95104,0.49713,0.86404,1.07851,0.49465,0.82545,0.00101166,0.00101166,0.00101166
297,392.379,1.042,1.20126,0.53153,0.83089,0.99174,0.9211,0.97146,0.75734,0.96329,0.89789,0.95104,0.49713,0.86404,1.07851,0.49465,0.82545,0.00101025,0.00101025,0.00101025
298,393.682,0.93414,1.12873,0.51984,0.78401,0.98039,0.94019,0.98139,0.74834,0.93976,0.90615,0.93297,0.51053,0.86961,1.03684,0.49539,0.82568,0.00100883,0.00100883,0.00100883
299,395.001,0.94205,1.13239,0.52183,0.82974,0.98039,0.94019,0.98139,0.74834,0.93976,0.90615,0.93297,0.51053,0.86961,1.03684,0.49539,0.82568,0.00100742,0.00100742,0.00100742
300,396.303,1.00129,1.37728,0.5104,0.84549,0.97036,0.95441,0.9839,0.7599,0.91931,0.90881,0.93147,0.4765,0.85236,1.04207,0.48054,0.82923,0.001006,0.001006,0.001006
301,397.581,1.01485,1.2851,0.51409,0.82354,0.97036,0.95441,0.9839,0.7599,0.91931,0.90881,0.93147,0.4765,0.85236,1.04207,0.48054,0.82923,0.00100459,0.00100459,0.00100459
302,398.918,0.97959,1.31144,0.5111,0.82256,0.9753,0.94453,0.98445,0.74881,0.92652,0.89948,0.9336,0.49078,0.87323,1.06168,0.47428,0.82677,0.00100317,0.00100317,0.00100317
303,400.217,0.99365,1.36769,0.50005,0.84149,0.9753,0.94453,0.98445,0.74881,0.92652,0.89948,0.9336,0.49078,0.87323,1.06168,0.47428,0.82677,0.00100176,0.00100176,0.00100176
304,401.508,0.9478,1.21622,0.51369,0.82271,0.97777,0.94457,0.98462,0.76659,0.9401,0.91052,0.94777,0.50036,0.83315,0.99268,0.4733,0.82264,0.00100034,0.00100034,0.00100034
305,402.811,0.97853,1.28046,0.5031,0.84443,0.97777,0.94457,0.98462,0.76659,0.9401,0.91052,0.94777,0.50036,0.83315,0.99268,0.4733,0.82264,0.000998928,0.000998928,0.000998928
306,404.127,0.86404,1.27187,0.50328,0.82726,0.97658,0.94619,0.98504,0.76158,0.95226,0.92378,0.96145,0.50835,0.81164,0.95053,0.46588,0.82178,0.000997513,0.000997513,0.000997513
307,405.428,0.98411,1.28439,0.51436,0.84155,0.97658,0.94619,0.98504,0.76158,0.95226,0.92378,0.96145,0.50835,0.81164,0.95053,0.46588,0.82178,0.000996099,0.000996099,0.000996099
308,406.708,0.9744,1.23534,0.54199,0.83977,0.97547,0.94791,0.98355,0.75469,0.95135,0.92545,0.9592,0.48354,0.85358,1.01755,0.48627,0.82462,0.000994684,0.000994684,0.000994684
309,407.972,0.93312,1.19856,0.51076,0.84694,0.97547,0.94791,0.98355,0.75469,0.95135,0.92545,0.9592,0.48354,0.85358,1.01755,0.48627,0.82462,0.000993269,0.000993269,0.000993269
310,409.282,0.96759,1.25132,0.51583,0.82737,0.98604,0.93932,0.98339,0.75511,0.96115,0.91694,0.96056,0.471,0.84594,1.02805,0.4849,0.82382,0.000991855,0.000991855,0.000991855
311,410.569,1.00026,1.25004,0.5235,0.83921,0.98604,0.93932,0.98339,0.75511,0.96115,0.91694,0.96056,0.471,0.84594,1.02805,0.4849,0.82382,0.00099044,0.00099044,0.00099044
312,411.894,0.9162,1.18685,0.50908,0.82595,0.98606,0.96094,0.98531,0.77385,0.96226,0.93881,0.96263,0.49205,0.82099,0.98775,0.47444,0.82166,0.000989025,0.000989025,0.000989025
313,413.204,0.87103,0.92577,0.487,0.84571,0.98606,0.96094,0.98531,0.77385,0.96226,0.93881,0.96263,0.49205,0.82099,0.98775,0.47444,0.82166,0.00098761,0.00098761,0.00098761
314,414.524,1.05358,1.23253,0.53358,0.82201,0.98507,0.9659,0.98588,0.79144,0.96075,0.9433,0.96336,0.52047,0.77879,0.95284,0.4674,0.81973,0.000986196,0.000986196,0.000986196
315,415.885,0.96764,1.08923,0.48345,0.83413,0.98507,0.9659,0.98588,0.79144,0.96075,0.9433,0.96336,0.52047,0.77879,0.95284,0.4674,0.81973,0.000984781,0.000984781,0.000984781
316,417.273,1.06508,1.35179,0.51632,0.83653,0.98142,0.97471,0.98621,0.79472,0.96558,0.92867,0.9468,0.48593,0.76955,0.95558,0.46274,0.82118,0.000983366,0.000983366,0.000983366
317,418.56,0.92102,1.15258,0.50045,0.83734,0.98142,0.97471,0.98621,0.79472,0.96558,0.92867,0.9468,0.48593,0.76955,0.95558,0.46274,0.82118,0.000981952,0.000981952,0.000981952
318,419.798,0.94615,1.13597,0.51155,0.84475,0.98513,0.96548,0.98561,0.77194,0.9651,0.93142,0.95162,0.48596,0.81537,0.96199,0.47453,0.82691,0.000980537,0.000980537,0.000980537
319,421.051,0.96297,1.22863,0.49552,0.81284,0.98513,0.96548,0.98561,0.77194,0.9651,0.93142,0.95162,0.48596,0.81537,0.96199,0.47453,0.82691,0.000979122,0.000979122,0.000979122
320,422.33,0.96594,1.26691,0.49267,0.84328,0.97964,0.97739,0.98369,0.77027,0.93739,0.91752,0.93245,0.45467,0.85014,1.00073,0.46804,0.82966,0.000977708,0.000977708,0.000977708
321,423.595,0.93595,1.15912,0.472,0.80382,0.97964,0.97739,0.98369,0.77027,0.93739,0.91752,0.93245,0.45467,0.85014,1.00073,0.46804,0.82966,0.000976293,0.000976293,0.000976293
322,424.933,1.06997,1.19368,0.49352,0.81397,0.98352,0.97543,0.98458,0.77286,0.93858,0.91828,0.92669,0.49099,0.80544,0.98929,0.4378,0.82437,0.000974878,0.000974878,0.000974878
323,426.211,0.90729,1.17689,0.49098,0.81343,0.98352,0.97543,0.98458,0.77286,0.93858,0.91828,0.92669,0.49099,0.80544,0.98929,0.4378,0.82437,0.000973463,0.000973463,0.000973463
324,427.514,0.9126,1.14575,0.49385,0.84182,0.9827,0.97474,0.98325,0.7934,0.97754,0.95441,0.97897,0.57078,0.74644,0.94646,0.42641,0.82161,0.000972049,0.000972049,0.000972049
325,428.817,0.86785,1.11649,0.50387,0.841,0.9827,0.97474,0.98325,0.7934,0.97754,0.95441,0.97897,0.57078,0.74644,0.94646,0.42641,0.82161,0.000970634,0.000970634,0.000970634
326,430.191,0.93386,1.27151,0.49725,0.82961,0.98989,0.9659,0.98111,0.79636,0.97748,0.95441,0.98244,0.5809,0.74992,0.91965,0.42979,0.81956,0.000969219,0.000969219,0.000969219
327,431.517,0.89414,1.14683,0.49555,0.80397,0.98989,0.9659,0.98111,0.79636,0.97748,0.95441,0.98244,0.5809,0.74992,0.91965,0.42979,0.81956,0.000967805,0.000967805,0.000967805
328,432.877,0.90146,1.15614,0.49662,0.82621,0.98342,0.97373,0.97925,0.80612,0.97134,0.96229,0.98347,0.52524,0.69259,0.95898,0.4212,0.81597,0.00096639,0.00096639,0.00096639
329,434.166,0.88708,1.21507,0.45403,0.81404,0.98342,0.97373,0.97925,0.80612,0.97134,0.96229,0.98347,0.52524,0.69259,0.95898,0.4212,0.81597,0.000964975,0.000964975,0.000964975
330,435.478,0.90348,1.14327,0.4695,0.81788,0.98468,0.97018,0.97877,0.79359,0.9725,0.95869,0.98147,0.50026,0.75216,0.99702,0.43247,0.82044,0.00096356,0.00096356,0.00096356
331,436.765,0.97196,1.18374,0.505,0.84149,0.98468,0.97018,0.97877,0.79359,0.9725,0.95869,0.98147,0.50026,0.75216,0.99702,0.43247,0.82044,0.000962146,0.000962146,0.000962146
332,438.123,0.9124,1.08009,0.48892,0.83884,0.98585,0.9659,0.98225,0.78306,0.9736,0.95441,0.98017,0.48641,0.78919,0.90492,0.44136,0.82431,0.000960731,0.000960731,0.000960731
333,439.385,0.96532,1.12315,0.47885,0.82048,0.98585,0.9659,0.98225,0.78306,0.9736,0.95441,0.98017,0.48641,0.78919,0.90492,0.44136,0.82431,0.000959316,0.000959316,0.000959316
334,440.68,0.97419,1.17957,0.50286,0.84943,0.98746,0.9659,0.98435,0.78367,0.96227,0.94291,0.96399,0.5283,0.80282,0.88419,0.43525,0.82531,0.000957902,0.000957902,0.000957902
335,441.952,0.97812,1.14722,0.50734,0.84852,0.98746,0.9659,0.98435,0.78367,0.96227,0.94291,0.96399,0.5283,0.80282,0.88419,0.43525,0.82531,0.000956487,0.000956487,0.000956487
336,443.234,0.96682,1.21708,0.48314,0.83269,0.98682,0.97513,0.98546,0.79772,0.98073,0.95441,0.97923,0.55413,0.77324,0.98896,0.42831,0.82465,0.000955072,0.000955072,0.000955072
337,444.536,1.01399,1.27398,0.511,0.84652,0.98682,0.97513,0.98546,0.79772,0.98073,0.95441,0.97923,0.55413,0.77324,0.98896,0.42831,0.82465,0.000953657,0.000953657,0.000953657
338,445.846,0.87179,1.19754,0.47195,0.83414,0.98774,0.97519,0.98576,0.76381,0.98204,0.95441,0.98008,0.57682,0.86661,1.1321,0.46169,0.83405,0.000952243,0.000952243,0.000952243
339,447.188,0.9946,1.28477,0.49622,0.83631,0.98774,0.97519,0.98576,0.76381,0.98204,0.95441,0.98008,0.57682,0.86661,1.1321,0.46169,0.83405,0.000950828,0.000950828,0.000950828
340,448.527,0.98752,1.37882,0.49925,0.83602,0.98769,0.9755,0.98533,0.73446,0.98079,0.95345,0.97167,0.58117,0.97338,1.04595,0.49631,0.84185,0.000949413,0.000949413,0.000949413
341,449.824,1.00542,1.10284,0.5067,0.82883,0.98769,0.9755,0.98533,0.73446,0.98079,0.95345,0.97167,0.58117,0.97338,1.04595,0.49631,0.84185,0.000947999,0.000947999,0.000947999
342,451.179,1.08017,1.2405,0.5293,0.83189,0.98768,0.97739,0.98541,0.73271,0.96573,0.9433,0.94443,0.54978,0.97886,1.06864,0.50332,0.84521,0.000946584,0.000946584,0.000946584
343,452.467,0.93801,1.14014,0.49983,0.83044,0.98768,0.97739,0.98541,0.73271,0.96573,0.9433,0.94443,0.54978,0.97886,1.06864,0.50332,0.84521,0.000945169,0.000945169,0.000945169
344,453.824,1.00835,1.36325,0.51608,0.83055,0.98613,0.97739,0.98458,0.70763,0.95087,0.9433,0.93224,0.43259,0.98081,1.35265,0.5161,0.84366,0.000943754,0.000943754,0.000943754
345,455.199,0.91658,1.45972,0.49452,0.82375,0.98613,0.97739,0.98458,0.70763,0.95087,0.9433,0.93224,0.43259,0.98081,1.35265,0.5161,0.84366,0.00094234,0.00094234,0.00094234
346,456.442,0.99088,1.33355,0.51151,0.82949,0.98251,0.97739,0.9842,0.74051,0.97049,0.9659,0.96768,0.47087,0.87608,1.20144,0.49553,0.82916,0.000940925,0.000940925,0.000940925
347,457.73,1.0161,1.23199,0.51868,0.81832,0.98251,0.97739,0.9842,0.74051,0.97049,0.9659,0.96768,0.47087,0.87608,1.20144,0.49553,0.82916,0.00093951,0.00093951,0.00093951
348,459.021,1.07343,1.33965,0.52881,0.84076,0.98493,0.96542,0.98459,0.74144,0.97241,0.95422,0.97495,0.47669,0.87613,1.12222,0.50019,0.82778,0.000938096,0.000938096,0.000938096
349,460.276,0.98221,1.22053,0.52638,0.83425,0.98493,0.96542,0.98459,0.74144,0.97241,0.95422,0.97495,0.47669,0.87613,1.12222,0.50019,0.82778,0.000936681,0.000936681,0.000936681
350,461.566,1.03817,1.25246,0.50986,0.79464,0.98673,0.95638,0.98404,0.7483,0.97395,0.94513,0.97456,0.47407,0.87473,1.05306,0.49352,0.82587,0.000935266,0.000935266,0.000935266
351,462.838,0.97993,1.17559,0.5073,0.83164,0.98673,0.95638,0.98404,0.7483,0.97395,0.94513,0.97456,0.47407,0.87473,1.05306,0.49352,0.82587,0.000933851,0.000933851,0.000933851
352,464.202,0.98374,1.0879,0.50308,0.80109,0.98724,0.96412,0.98415,0.76169,0.9611,0.94291,0.96749,0.47135,0.87379,1.01588,0.4753,0.82628,0.000932437,0.000932437,0.000932437
353,465.494,0.92895,1.17573,0.46744,0.80249,0.98724,0.96412,0.98415,0.76169,0.9611,0.94291,0.96749,0.47135,0.87379,1.01588,0.4753,0.82628,0.000931022,0.000931022,0.000931022
354,466.771,0.90396,1.09158,0.49419,0.82374,0.98711,0.95901,0.98489,0.79411,0.96174,0.93758,0.97407,0.52169,0.7813,0.92487,0.43667,0.82143,0.000929607,0.000929607,0.000929607
355,468.056,0.92398,1.13587,0.48677,0.83662,0.98711,0.95901,0.98489,0.79411,0.96174,0.93758,0.97407,0.52169,0.7813,0.92487,0.43667,0.82143,0.000928193,0.000928193,0.000928193
356,469.415,0.92416,1.30459,0.49272,0.85037,0.98147,0.98508,0.98781,0.77621,0.95808,0.96229,0.96739,0.54888,0.89858,1.01853,0.45066,0.83182,0.000926778,0.000926778,0.000926778
357,470.702,1.00427,1.082,0.5205,0.8392,0.98147,0.98508,0.98781,0.77621,0.95808,0.96229,0.96739,0.54888,0.89858,1.01853,0.45066,0.83182,0.000925363,0.000925363,0.000925363
358,472.007,0.97453,1.17222,0.49027,0.82501,0.98016,0.98889,0.98772,0.72698,0.95673,0.9659,0.96709,0.53245,1.03191,1.14614,0.47657,0.84997,0.000923949,0.000923949,0.000923949
359,473.33,1.04126,1.22743,0.51182,0.82315,0.98016,0.98889,0.98772,0.72698,0.95673,0.9659,0.96709,0.53245,1.03191,1.14614,0.47657,0.84997,0.000922534,0.000922534,0.000922534
360,474.633,1.03464,1.24647,0.52363,0.82591,0.98501,0.97231,0.98743,0.75069,0.94796,0.9551,0.96574,0.52818,0.95688,1.05633,0.45968,0.84316,0.000921119,0.000921119,0.000921119
361,475.935,1.0247,1.22994,0.50942,0.84052,0.98501,0.97231,0.98743,0.75069,0.94796,0.9551,0.96574,0.52818,0.95688,1.05633,0.45968,0.84316,0.000919704,0.000919704,0.000919704
362,477.297,0.96605,1.04902,0.48962,0.84571,0.98414,0.97557,0.98691,0.77624,0.97208,0.96431,0.98371,0.53458,0.86863,0.99779,0.4308,0.83328,0.00091829,0.00091829,0.00091829
363,478.653,0.89323,1.07845,0.48886,0.82854,0.98414,0.97557,0.98691,0.77624,0.97208,0.96431,0.98371,0.53458,0.86863,0.99779,0.4308,0.83328,0.000916875,0.000916875,0.000916875
364,479.915,0.92854,1.11133,0.50484,0.83351,0.98539,0.97476,0.98691,0.78783,0.97328,0.96343,0.98029,0.54871,0.81894,0.97097,0.4312,0.82465,0.00091546,0.00091546,0.00091546
365,481.198,0.9111,1.28138,0.50558,0.83576,0.98539,0.97476,0.98691,0.78783,0.97328,0.96343,0.98029,0.54871,0.81894,0.97097,0.4312,0.82465,0.000914046,0.000914046,0.000914046
366,482.5,0.90131,1.17651,0.49396,0.83568,0.98783,0.97739,0.98707,0.77202,0.96375,0.95441,0.9718,0.5544,0.85596,1.06039,0.44858,0.82248,0.000912631,0.000912631,0.000912631
367,483.826,0.96405,1.14648,0.48537,0.82741,0.98783,0.97739,0.98707,0.77202,0.96375,0.95441,0.9718,0.5544,0.85596,1.06039,0.44858,0.82248,0.000911216,0.000911216,0.000911216
368,485.104,0.90974,1.17675,0.46502,0.84365,0.98502,0.97739,0.98762,0.7823,0.96112,0.95441,0.97213,0.54004,0.84777,1.11167,0.44262,0.8193,0.000909801,0.000909801,0.000909801
369,486.389,0.90605,1.05413,0.49386,0.83188,0.98502,0.97739,0.98762,0.7823,0.96112,0.95441,0.97213,0.54004,0.84777,1.11167,0.44262,0.8193,0.000908387,0.000908387,0.000908387
370,487.696,0.88236,1.06872,0.47372,0.81756,0.98645,0.9659,0.98688,0.79091,0.94931,0.93142,0.95102,0.51451,0.81747,1.04851,0.44401,0.81765,0.000906972,0.000906972,0.000906972
371,488.986,0.95893,1.18619,0.47022,0.84082,0.98645,0.9659,0.98688,0.79091,0.94931,0.93142,0.95102,0.51451,0.81747,1.04851,0.44401,0.81765,0.000905557,0.000905557,0.000905557
372,490.258,0.89355,1.19587,0.47089,0.85364,0.98483,0.9659,0.98661,0.80043,0.95974,0.94291,0.95873,0.507,0.78846,0.9894,0.43105,0.81782,0.000904143,0.000904143,0.000904143
373,491.515,0.92843,1.03465,0.47143,0.80603,0.98483,0.9659,0.98661,0.80043,0.95974,0.94291,0.95873,0.507,0.78846,0.9894,0.43105,0.81782,0.000902728,0.000902728,0.000902728
374,492.824,0.93048,1.16659,0.48836,0.84159,0.98676,0.9659,0.98706,0.81628,0.97454,0.95441,0.97749,0.53265,0.7799,1.03103,0.41727,0.81882,0.000901313,0.000901313,0.000901313
375,494.125,0.96203,1.20724,0.48884,0.81925,0.98676,0.9659,0.98706,0.81628,0.97454,0.95441,0.97749,0.53265,0.7799,1.03103,0.41727,0.81882,0.000899898,0.000899898,0.000899898
376,495.566,0.89295,1.14001,0.4535,0.82358,0.98619,0.9659,0.98749,0.80883,0.97379,0.95441,0.98082,0.54811,0.73457,0.99151,0.41117,0.81761,0.000898484,0.000898484,0.000898484
377,496.984,0.90517,1.13501,0.45322,0.85455,0.98619,0.9659,0.98749,0.80883,0.97379,0.95441,0.98082,0.54811,0.73457,0.99151,0.41117,0.81761,0.000897069,0.000897069,0.000897069
378,498.276,0.80235,1.13923,0.46779,0.81877,0.99068,0.97566,0.98747,0.81982,0.96731,0.95332,0.972,0.54088,0.6947,0.88757,0.41243,0.81463,0.000895654,0.000895654,0.000895654
379,499.581,0.85371,1.07538,0.47647,0.81712,0.99068,0.97566,0.98747,0.81982,0.96731,0.95332,0.972,0.54088,0.6947,0.88757,0.41243,0.81463,0.00089424,0.00089424,0.00089424
380,500.864,0.81723,0.98138,0.45484,0.80023,0.98707,0.97739,0.98754,0.81009,0.96297,0.95441,0.96176,0.52061,0.7051,0.84882,0.413,0.81413,0.000892825,0.000892825,0.000892825
381,502.161,0.81576,1.1031,0.44698,0.79145,0.98707,0.97739,0.98754,0.81009,0.96297,0.95441,0.96176,0.52061,0.7051,0.84882,0.413,0.81413,0.00089141,0.00089141,0.00089141
382,503.517,0.88064,1.15102,0.47064,0.84596,0.99171,0.96535,0.98634,0.80749,0.97926,0.95425,0.97381,0.54959,0.72602,0.82919,0.42575,0.81499,0.000889995,0.000889995,0.000889995
383,504.817,0.89308,1.24273,0.46723,0.82972,0.99171,0.96535,0.98634,0.80749,0.97926,0.95425,0.97381,0.54959,0.72602,0.82919,0.42575,0.81499,0.000888581,0.000888581,0.000888581
384,506.094,0.81449,1.09059,0.45933,0.81273,0.99278,0.9659,0.9844,0.80532,0.95525,0.93142,0.93418,0.52228,0.7414,0.84676,0.43702,0.81573,0.000887166,0.000887166,0.000887166
385,507.423,0.90887,1.04563,0.46447,0.82036,0.99278,0.9659,0.9844,0.80532,0.95525,0.93142,0.93418,0.52228,0.7414,0.84676,0.43702,0.81573,0.000885751,0.000885751,0.000885751
386,508.711,0.84451,1.1664,0.47366,0.82408,0.989,0.96569,0.985,0.80377,0.96457,0.94291,0.94222,0.53106,0.7177,0.83701,0.43327,0.81401,0.000884337,0.000884337,0.000884337
387,510.005,0.87745,1.12279,0.49049,0.82732,0.989,0.96569,0.985,0.80377,0.96457,0.94291,0.94222,0.53106,0.7177,0.83701,0.43327,0.81401,0.000882922,0.000882922,0.000882922
388,511.314,0.90809,1.16953,0.4757,0.83719,0.98298,0.97739,0.98659,0.81467,0.959,0.95441,0.95792,0.55071,0.69991,0.83886,0.42447,0.81206,0.000881507,0.000881507,0.000881507
389,512.572,0.83099,1.12569,0.47699,0.82702,0.98298,0.97739,0.98659,0.81467,0.959,0.95441,0.95792,0.55071,0.69991,0.83886,0.42447,0.81206,0.000880093,0.000880093,0.000880093
390,513.892,0.84032,1.09206,0.48143,0.85853,0.99307,0.96571,0.98701,0.79372,0.96809,0.9468,0.9605,0.54956,0.71407,0.88172,0.42073,0.81788,0.000878678,0.000878678,0.000878678
